Date,Username,User tag,Content,Mentions,link
"2022-11-09,22:30:35","AlyssaJ","#8686","hm, cauz i'm getting the WALL of errors","","https://cdn.discordapp.com/attachments/720774832870129774/1040151470676393984/image.png"
"2022-11-09,22:30:39","AlyssaJ","#8686","let's s...","",""
"2022-11-09,22:31:06","(ed)ibilities","#4334","It’s in R","jacob_m#5285",""
"2022-11-09,22:31:19","AlyssaJ","#8686","","","https://cdn.discordapp.com/attachments/720774832870129774/1040151653732593724/image.png"
"2022-11-09,22:31:35","(ed)ibilities","#4334","Oh wait nvm","",""
"2022-11-09,22:31:38","jacob_m","#5285","Yes its else if not elif","",""
"2022-11-09,22:31:49","(ed)ibilities","#4334","My brain is mushed rn","",""
"2022-11-09,22:31:58","AlyssaJ","#8686","too used to python lol","",""
"2022-11-09,22:32:11","jacob_m","#5285","That’s just the same error for each time through the loop it looks like","AlyssaJ#8686",""
"2022-11-09,22:32:43","(ed)ibilities","#4334","I use R extensively for stats but for statistical analysis, not procedural programming and data structure concepts <@717802770236702851>","AlyssaJ#8686",""
"2022-11-09,22:32:57","AlyssaJ","#8686","oof","",""
"2022-11-09,22:33:06","(ed)ibilities","#4334","Remember you’re in my 419 class 😆","",""
"2022-11-09,22:33:09","AlyssaJ","#8686","well thanks for nothing advisor","",""
"2022-11-09,22:33:11","AlyssaJ","#8686","yeah","",""
"2022-11-09,22:33:28","(ed)ibilities","#4334","Fkin wasted my time trying to memorize those packages","",""
"2022-11-09,22:33:57","(ed)ibilities","#4334","Lol and I submitted my project proposal using overleaf","",""
"2022-11-09,22:34:04","AlyssaJ","#8686","oof","",""
"2022-11-09,22:34:09","AlyssaJ","#8686","i did it in a word doc lol","",""
"2022-11-09,22:34:32","(ed)ibilities","#4334","I also played soccer with the professor once but he doesn’t know it was me","",""
"2022-11-09,22:34:39","AlyssaJ","#8686","oof","",""
"2022-11-09,22:36:20","jacob_m","#5285","Pretty sure your = should be <-","AlyssaJ#8686",""
"2022-11-09,22:37:52","AlyssaJ","#8686","that maks a difference?","",""
"2022-11-09,22:38:01","AlyssaJ","#8686","huh, i thought it didn't","",""
"2022-11-09,22:39:18","(ed)ibilities","#4334","It shouldn’t make a difference","jacob_m#5285",""
"2022-11-09,22:40:01","(ed)ibilities","#4334","I rarely use <- besides importing my file","",""
"2022-11-09,22:40:52","AlyssaJ","#8686","i used it pretty much excluseively when learning to use r...","",""
"2022-11-09,22:41:13","(ed)ibilities","#4334","The only time it really matter is if you go x=y<-z","",""
"2022-11-09,22:41:20","(ed)ibilities","#4334","There’s a precedence","",""
"2022-11-09,22:48:06","AlyssaJ","#8686","yah","",""
"2022-11-09,23:02:28","AlyssaJ","#8686","well it didn't quite work","",""
"2022-11-09,23:02:47","AlyssaJ","#8686","","","https://cdn.discordapp.com/attachments/720774832870129774/1040159573383852112/image.png"
"2022-11-09,23:02:55","AlyssaJ","#8686","one species is supposd to be 1 2 or 3","",""
"2022-11-09,23:02:57","AlyssaJ","#8686","buuut they're all 1","",""
"2022-11-09,23:03:36","AlyssaJ","#8686","oh","",""
"2022-11-09,23:03:41","AlyssaJ","#8686","figurd out why","",""
"2022-11-09,23:03:55","AlyssaJ","#8686","a crtain [i]","","https://cdn.discordapp.com/attachments/720774832870129774/1040159856834908230/image.png"
"2022-11-10,13:37:08","Capybap","#2340","anyone have any elective recommendations? I already have 3 labs so i really don't feel like putting another one in my schedule","",""
"2022-11-10,13:43:34","umeshu2002","#3132","Music classes are the good one","",""
"2022-11-10,13:43:41","umeshu2002","#3132","I assume it's not easy or hard","",""
"2022-11-10,13:43:54","umeshu2002","#3132","I am planning to take history of jazz and i am looking forward to it","",""
"2022-11-10,13:59:28","AlyssaJ","#8686","hav you guys taken CS 215 or DATA 390-05?","",""
"2022-11-10,15:37:57","(ed)ibilities","#4334","<@634567570435080213> 😆","AlyssaJ#8686、i forgot#5006",""
"2022-11-10,16:52:28","Jared","#5937","https://www.reuters.com/legal/us-judge-declares-bidens-student-debt-relief-plan-unconstitutional-2022-11-11/?utm_source=twitter&utm_medium=Social","",""
"2022-11-10,16:52:32","Jared","#5937","rip","",""
"2022-11-10,17:13:13","CyanideCarrot","#3879","""The Program is thus an unconstitutional exercise of Congress's legislative power and must be vacated,"" what the fuck no distributing government money is literally their job","",""
"2022-11-10,17:22:53","AlyssaJ","#8686","is that an oof momnt?","(ed)ibilities#4334",""
"2022-11-10,17:23:07","AlyssaJ","#8686","i need to know, i'm working on my schedule for next year","",""
"2022-11-10,17:23:10","(ed)ibilities","#4334","No","",""
"2022-11-10,17:23:20","(ed)ibilities","#4334","She’s in the DA track for computing","",""
"2022-11-10,17:57:46","Lyssa","#7932","Animal sci 205, counts as a BSCI and it’s extremely fun","Capybap#2340",""
"2022-11-10,23:21:21","smooth","#0016","is it me or are like","",""
"2022-11-10,23:21:44","smooth","#0016","a big majority of the classes im trying to get","",""
"2022-11-10,23:21:49","smooth","#0016","arent even scheduled yet","",""
"2022-11-11,00:17:42","LJ","#9206","bro one of my planned classes was just straight up cancelled","",""
"2022-11-11,00:17:47","LJ","#9206","Like just vanished","",""
"2022-11-11,00:17:51","LJ","#9206","Not sure what happened","",""
"2022-11-11,07:50:16","Endeavour-1","#4390","One of my CS classes did that last year","LJ#9206",""
"2022-11-11,07:56:09","jacob_m","#5285","That usually happens cuz of low enrollment.  But def not the reason here","",""
"2022-11-11,09:38:20","AlyssaJ","#8686","class today?","",""
"2022-11-11,09:38:47","jacob_m","#5285","No","",""
"2022-11-11,09:39:22","AlyssaJ","#8686","ok","",""
"2022-11-11,09:40:11","Endeavour-1","#4390","Todays bing chilling","",""
"2022-11-11,13:43:51","Lyssa","#7932","me, the only person enrolled in my class 🧍🏽","jacob_m#5285",""
"2022-11-11,15:05:58","CyanideCarrot","#3879","i’m worried about one of my classes getting cancelled, they had to cancel it this semester after a professor quit and the one assigned to this elective class had to fill in for a required class","",""
"2022-11-11,15:11:36","beepbop","#9164","Eek I'd probably try to have a back up just in case Also, can anyone recommend a chill arts class that they've taken through global?","",""
"2022-11-11,17:45:59","Kantaria","#3272","I’m worried the school will say no to me taking a global class, then I’d be screwed cause it’d mess with my graduation","",""
"2022-11-11,17:56:47","(ed)ibilities","#4334","I just take classes at UI since some of my classes are missing lol","",""
"2022-11-11,20:06:10","beepbop","#9164","If you need the global class for graduation, the request should go through","",""
"2022-11-12,21:45:33","MaidenHeaven","#0381","hello, is dropping a class with a penalty better than just failing it?","",""
"2022-11-12,21:56:42","Lemman","#9479","assuming you mean a withdrawl, yes but you can only do that 4 times in your wsu career","",""
"2022-11-12,22:09:00","MaidenHeaven","#0381","got it, im not planning on doing more","",""
"2022-11-12,22:09:45","MaidenHeaven","#0381","i kinda just messed up picking my cs classes this year and i feel i need to drop one for my sanity","",""
"2022-11-12,22:41:12","BlueKodiak","#6128","If you plan on retaking the class, you can replace your grade if you fail it and save the withdrawl","",""
"2022-11-12,22:47:47","CyanideCarrot","#3879","where does it say you can do that? i don't think that's how it works","",""
"2022-11-12,23:17:29","BlueKodiak","#6128","","","https://cdn.discordapp.com/attachments/720774832870129774/1041250437287919616/image.png"
"2022-11-12,23:17:33","BlueKodiak","#6128","https://registrar.wsu.edu/academic-regulations/","",""
"2022-11-12,23:17:44","BlueKodiak","#6128","The red line was an accident but 🤷‍♂️","",""
"2022-11-13,11:24:21","BobTizzle","#1789","Anyone take History of the PNW?","",""
"2022-11-13,11:24:39","beepbop","#9164","No but that class sounds neat asf","",""
"2022-11-13,11:37:00","Capybap","#2340","I took it in high school","",""
"2022-11-13,21:27:51","Alysha","#4569","Has anyone had professor Cowan or cook as their econs 101?","",""
"2022-11-13,21:29:29","(ed)ibilities","#4334","Cook is pretty ez but had him 301","Alysha#4569",""
"2022-11-13,21:41:23","Alysha","#4569","Okay thanks!","(ed)ibilities#4334",""
"2022-11-13,21:42:24","Alysha","#4569","How about history 105? Any recommendations for professors other than faunce?","",""
"2022-11-13,21:53:52","Dogger","#5605","Faunce is pretty good from when I had him","",""
"2022-11-13,21:56:35","Alysha","#4569","A lot of people recommended faunce but all his classes are full😫","",""
"2022-11-13,21:57:01","Dogger","#5605","RIP","",""
"2022-11-13,21:57:19","Dogger","#5605","I need to sign up for my last classes, they're definitely still open but i need to not be lazy","",""
"2022-11-13,22:00:14","Alysha","#4569","Adding my classes to my shopping cart now because my enrollment date is tomorrow morning but a couple of the classes I chose only have one or two open seats so I’m praying they are still open tomorrow😅🙏","",""
"2022-11-13,22:28:57","smooth","#0016","half of the psychology classes arent scheduled yet lol","",""
"2022-11-13,22:32:08","beepbop","#9164","I still need to pick an ez global arts class","",""
"2022-11-13,22:36:01","beepbop","#9164","Ooo, think I'm going with English 212 Introduction to Comics and Graphic Novels <:peepoggers:581333511974158346> 😆","",""
"2022-11-14,02:52:55","Mars","#3560","anybody taken DTC 392 Video Games Theories and History? taking it next sem. and sounds great but the classes i think are going to be my fun electives are always my bad ones ):","",""
"2022-11-14,12:37:05","beepbop","#9164","Fml gotta take my arts class through evcc <:reeeee:489711228390866944>","",""
"2022-11-14,12:43:13","IDKLOOKITUP","#1775","God I fucking LOVE not being able to enroll in a class because I ""don't meet the enrollment criteria"" even though I should be able to enroll","",""
"2022-11-14,13:12:14","Kantaria","#3272","One thing went right with them allowing me to do duel-enrollment with the global class. But then I'm still worried if I can even pass this semester, cause right now some of my classes look very bad.","",""
"2022-11-14,13:54:45","Fozzy","#9274","Have you talked to your academic advisor about this already? They might be able to help you enroll despite the auto block.","IDKLOOKITUP#1775",""
"2022-11-14,13:55:57","IDKLOOKITUP","#1775","It was an issue I had last semester too which got fixed (or so I thought) a bit too late. I already sent her an email so ive got everything covered, I'm just annoyed","",""
"2022-11-14,13:57:00","IDKLOOKITUP","#1775","What I was told then was that I wasn't properly admitted to my major but I am now, but weirdly the same issue is coming up","",""
"2022-11-14,14:55:00","Fozzy","#9274","That is annoying, but glad it seems to work out for ya, eventually!","",""
"2022-11-15,08:40:29","LJ","#9206","I got enrolled into all my classes! One class only had 2 seats left","",""
"2022-11-15,08:40:41","LJ","#9206","I also don’t have any 9 am classes thank god <:prayge:931208039195889704>","",""
"2022-11-15,08:41:08","LJ","#9206","I think my earliest class is 10:45","",""
"2022-11-15,10:42:42","EmberToInferno","#0606","my schedule is hell","",""
"2022-11-15,10:48:36","Capybap","#2340","are diversity credits normally hard? I'm thinking of taking HIST399 but it being a high level class scares me","",""
"2022-11-15,10:48:49","BlueKodiak","#6128","not usually","",""
"2022-11-15,10:48:56","BlueKodiak","#6128","I did DTC 475 over the summer and it wasn't that bad","",""
"2022-11-15,10:49:05","Capybap","#2340","daaamn 475","",""
"2022-11-15,10:49:35","Capybap","#2340","what does digital diversity mean?","",""
"2022-11-15,10:52:08","BlueKodiak","#6128","I totally forget","",""
"2022-11-15,10:52:11","BlueKodiak","#6128","tbh","",""
"2022-11-15,10:52:18","BlueKodiak","#6128","I don't remember much from last summer lmao","",""
"2022-11-15,10:54:56","BlueKodiak","#6128","We had 3 projects, first one on how Native Americans have been impacted with modern technology, the second one on how algorithmic bias can impact racial stereotypes, and third one on how digitial technology impacts labor","",""
"2022-11-15,10:57:59","EmberToInferno","#0606","i thought u meant how were native americans in like the 1700s  affected by modern technology","",""
"2022-11-15,11:00:36","Capybap","#2340","._. native americans still exist","",""
"2022-11-15,12:23:51","Bokuuto","#7827","i love when profs encourage you to ask questions cuz “no question is stupid” but still manages to make you look and feel stupid about it in the end","",""
"2022-11-15,12:24:41","beepbop","#9164","toxic profs suck","",""
"2022-11-15,12:25:19","cooltot","#1079","Does anyone know how to register in a class without the pre reqs? I got the permission of the professor but idk how to actually get enrolled, theres allegedly a form but I can't find it","",""
"2022-11-15,12:25:29","cooltot","#1079","I asked my advisor but they haven't gotten back to me yet","",""
"2022-11-15,12:33:37","Kantaria","#3272","idk wtf to do anymore theres a class im retaking after withdrawing last semester, and I feel like i'm going to fail, I dont want to retake a third time because of the lab.","",""
"2022-11-15,12:34:40","beepbop","#9164","Probably worth withdrawing from when you're sure you're not gonna pass","",""
"2022-11-15,13:52:05","Endeavour-1","#4390","Your academic advisor will ask to fill out forms","cooltot#1079",""
"2022-11-15,13:53:05","Endeavour-1","#4390","Some professors would allow you to bypass their prereqs. Like I was enrolling into E_E 234 with Java class but without C++ class. Clint cole said yes without any testing and I CC’d it to my advisor, who unlocked the enrollment into the course","cooltot#1079",""
"2022-11-15,20:19:20","donk","#0964","are there any 1 credit classes that arent pe classes that anyone can take?","",""
"2022-11-15,20:19:48","donk","#0964","I want to try to get another credit in, but im a bit intimidated by the options","",""
"2022-11-15,20:52:12","Lyssa","#7932","I mean, there’s beginning bowling","donk#0964",""
"2022-11-15,21:00:54","CyanideCarrot","#3879","`that aren't PE classes` is a tough qualifier. there's a few, the one that comes to mind is COMJOUR 150 intro to broadcast equipment but they aren't offering it next semester","",""
"2022-11-15,21:01:57","Rockergage","#5879","Credits are obviously based on how much time is spent in classroom etc. There isn't many classes that aren't PE. I forget if Cooking is 1 credit.","",""
"2022-11-15,21:21:06","donk","#0964","ooh cooking? what would that fall under?","",""
"2022-11-15,21:22:07","Capybap","#2340","The cooking class also includes restaunt management and stuff Pretty sure it's more than 1 credit tho","",""
"2022-11-16,08:27:37","ConTech","#3627","I believe that one is 3 credits, under hospitality management or something like that","",""
"2022-11-16,10:02:33","pestilence","#6969","anyone who took last weeks statistics 360 exam, how close was it to the practice test?","",""
"2022-11-16,11:01:05","LJ","#9206","My professor just cancelled class basically due to the murders","",""
"2022-11-16,11:01:26","LJ","#9206","said that she wouldn’t dock points for those who want to stay home","",""
"2022-11-16,13:11:58","Plasma Shark","#7885","Has anyone taken phil 401 before?","",""
"2022-11-16,15:02:10","Kantaria","#3272","Yeah the cooking class is 3 credits","",""
"2022-11-16,15:03:06","Kantaria","#3272","I’m praying to god my professor throws me a bone and decides to pass me","",""
"2022-11-16,15:10:47","jacob_m","#5285","Maybe they throw you a bone to make a stock for a stew in preparation for thanksgiving","",""
"2022-11-16,17:20:59","(ed)ibilities","#4334","Treble Choir or University Singers","donk#0964",""
"2022-11-16,17:21:34","(ed)ibilities","#4334","They’re 1 credit classes, but tbh you gotta put time and effort singing everyday","",""
"2022-11-16,17:22:09","Kantaria","#3272","It’s like every basic choir class practice and perform","",""
"2022-11-16,19:11:20","LJ","#9206","","","https://cdn.discordapp.com/attachments/720774832870129774/1042638043301027900/IMG_4159.jpg"
"2022-11-16,19:11:24","LJ","#9206","VMAS Friendsgiving","",""
"2022-11-16,19:11:36","LJ","#9206","feat. My roommate and club president","",""
"2022-11-16,19:12:31","beepbop","#9164","i spy tamale?","",""
"2022-11-16,19:12:53","beepbop","#9164","Very nice","",""
"2022-11-16,19:22:17","Rockergage","#5879","We had friendsgiving at my work, I made twinkies.","",""
"2022-11-16,19:26:15","LJ","#9206","yep","beepbop#9164",""
"2022-11-16,19:26:32","LJ","#9206","I said they were good to the person who made them but tbh they were a little tasteless","",""
"2022-11-16,19:26:33","beepbop","#9164","costco or?","LJ#9206",""
"2022-11-16,19:26:36","beepbop","#9164","Ooooo","",""
"2022-11-16,19:26:37","LJ","#9206","homemade","",""
"2022-11-16,19:26:38","beepbop","#9164","RIPPPP","",""
"2022-11-16,19:26:49","beepbop","#9164","Still nice that they were homemade though lol","",""
"2022-11-16,19:26:50","LJ","#9206","yeah not enough spice lol","",""
"2022-11-16,21:15:14","Capybap","#2340","Bio 106 has an exam right after break and then the final like 2 weeks after that 😐😐😐😐😐😐😐","",""
"2022-11-16,21:34:40","(ed)ibilities","#4334","welcome to college","Capybap#2340",""
"2022-11-16,21:34:51","(ed)ibilities","#4334","My professor said we have officer hours during break","",""
"2022-11-16,21:35:15","Capybap","#2340","I did community college before this and it was much much more chill","",""
"2022-11-16,21:35:26","(ed)ibilities","#4334","not really lol","",""
"2022-11-16,21:35:42","(ed)ibilities","#4334","I had a professor in community college who didn't give any students A","",""
"2022-11-16,21:36:29","(ed)ibilities","#4334","I think community college is as hard as university. Most people say it's easy because you take lower div classes there, which is also easy here","",""
"2022-11-17,06:31:42","Capybap","#2340","I was talking about my experience","",""
"2022-11-17,10:46:49","Hydro Homie","#1547","Nah for me it was pretty fucking chill","",""
"2022-11-17,10:47:35","Hydro Homie","#1547","Like even if they were intro classes some of them didn’t even really care if you slept in class, bio was the only class I’ve ever slept through and I got a 98% in it","",""
"2022-11-17,10:48:06","Hydro Homie","#1547","Meanwhile here bio seems hard af","",""
"2022-11-17,11:05:00","Spoooky","#6969","I retook English 101 at my local cc because the school I took it at wouldn't send my transcripts so the teacher just said I could do whatever and just gave me the same grade I got at the other school","",""
"2022-11-17,11:19:58","Capybap","#2340","Intro classes here are insane Community college intro classrs are a cakewalk","",""
"2022-11-17,11:20:18","pestilence","#6969","Comm college is chill but not necessarily easier, your profs are just way more understanding and the admin is usually less trash","",""
"2022-11-17,16:48:08","West_In_Pieces","#2320","community classes probably feel really hard when you are taking them for the first time, its first actual college work load for most people","",""
"2022-11-17,16:48:36","West_In_Pieces","#2320","but looking back after taking 300/400 level <:dead:431117292521127937>","",""
"2022-11-17,16:51:41","jacob_m","#5285","Generally from what I’ve seen it’s a lot easier to just pass and skate by at cc but usually getting an A takes just as much effort as uni","",""
"2022-11-17,16:51:52","Capybap","#2340","I've heard some people day that 300-400 level classes are easier than 100level classes bc a lot of 100 level classrs are meant to be super hard to weed people out","",""
"2022-11-17,17:43:00","normal name","#8766","True, but it really depends on the class for 3/400’s","Capybap#2340",""
"2022-11-17,18:59:45","pestilence","#6969","I think there's some bias if you're stem, cause those classes are basically as hard no matter where you take them","",""
"2022-11-17,19:21:07","Capybap","#2340","I mean I'm stem and CC was super easy But i might've just gotten lucky with profs","",""
"2022-11-17,19:27:22","pestilence","#6969","How high did you go tho?","",""
"2022-11-17,19:34:12","Capybap","#2340","I'm comparing low lvls","",""
"2022-11-17,19:46:29","Kacey","#5683","Cs 121 was pretty hard","",""
"2022-11-17,19:46:36","Kacey","#5683","Then again programming doesn't come easy to me","",""
"2022-11-18,10:13:58","Chemiel","#8349","Any Chemical engineering student here?","",""
"2022-11-18,11:08:22","clustermind666","#3703","Hiya! Does anyone know if there's an ecology server for 370 - looking for anyone that can read an excel microplate respirometry session report???","",""
"2022-11-18,14:27:39","Kacey","#5683","I would not know... I'm sorry","",""
"2022-11-20,23:34:50","LJ","#9206","I just found out that MGMT 315: Women in Management & Leadership is a required course for my major","",""
"2022-11-20,23:36:45","LJ","#9206","I find that interesting. Not trying to criticize but I find it interesting that it carries the same value and weight as “International Management” and “Enterprise Business Development”","",""
"2022-11-20,23:37:17","LJ","#9206","I originally thought it was an elective because of how specific it is","",""
"2022-11-21,11:13:39","ConTech","#3627","I feel like just because a class has a specific credit count has no impact on value or weight","",""
"2022-11-21,11:14:31","ConTech","#3627","A required class is simply something with some value, and credits determine amount of workload","",""
"2022-11-21,11:16:39","jacob_m","#5285","Quantitative chemistry 1 credit lecture 2 credit lab.  1 hr of lecture and 2 3hrs labs a week. 💀","",""
"2022-11-21,11:23:54","AlyssaJ","#8686","classes this week?","",""
"2022-11-21,11:24:19","beepbop","#9164","nop","",""
"2022-11-21,20:50:59","LJ","#9206","My teams class is kicking my ass","",""
"2022-11-21,20:51:17","LJ","#9206","The quizzes fucking suck and the readings are like 50 pages straight from a text book","",""
"2022-11-21,20:51:33","LJ","#9206","and the professor is such a nitpicky grader","",""
"2022-11-21,20:51:50","LJ","#9206","It’s a one credit class and he’s just being annoying shaving 1-2 pts off of each assignment","",""
"2022-11-21,20:51:52","LJ","#9206","So stupid","",""
"2022-11-21,21:42:45","Kantaria","#3272","Bruh I swear with the one credit teachers some are chill af and don’t give af while others be going hard on you","",""
"2022-11-21,21:42:56","erin 💕🦙/himi34/ 🙋♀/ 🤷","#5112","Ye","Kantaria#3272",""
"2022-11-21,23:31:14","Oh My Darlin’ Clementine","#3903","Any fellow Psych majors currently attending the Global campus? I transferred from WSUTC after taking a full-time job in a school district and a semester off. Anyone have advice for taking certain profs? I’m only familiar with most WSUTC Profs (i.e. Strand, Bauman, Peters, Matthews). I’m planning on getting a minor in History so any advice from my fellow History peeps would be a great!! Please feel free to DM me! 😊","",""
"2022-11-22,00:42:41","MoeyTheBear","#8273","<@193945273947389953> i learned absolutely nothing in that class lmao","LJ#9206",""
"2022-11-22,00:42:47","MoeyTheBear","#8273","wait actuailly no","",""
"2022-11-22,00:43:02","MoeyTheBear","#8273","i learned that the instructor is stupidly obsessed w sports","",""
"2022-11-22,09:52:56","LJ","#9206","Omfg so fucking true","",""
"2022-11-22,09:53:14","LJ","#9206","I know almost nothing on sports and my knowledge of sports is literally being graded","",""
"2022-11-22,09:53:16","LJ","#9206","So dumb","",""
"2022-11-24,03:13:30","MoeyTheBear","#8273","that one was probably the worst 200 BA class i've taken","",""
"2022-11-24,03:13:31","MoeyTheBear","#8273","out of the six","",""
"2022-11-25,14:12:18","Hydro Homie","#1547","Thanksgiving","",""
"2022-11-25,14:12:22","Hydro Homie","#1547","","","https://cdn.discordapp.com/attachments/720774832870129774/1045824296834039808/IMG_5287.png"
"2022-11-25,14:12:35","Hydro Homie","#1547","This is one of the dumbest fucking Reddit posts I’ve seen","",""
"2022-11-25,14:13:21","normal name","#8766","Oh lmao i like that","",""
"2022-11-25,14:23:31","Kacey","#5683","this was one of the first things I ever posted on my instagram back in 8th grade lmao","Hydro Homie#1547",""
"2022-11-25,14:24:40","Kacey","#5683","","","https://cdn.discordapp.com/attachments/720774832870129774/1045827392251367435/Screenshot_20221125-142357_Instagram.jpg"
"2022-11-25,14:24:41","Kacey","#5683","found it","",""
"2022-11-25,14:41:46","Capybap","#2340","i over eight 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 Facebook meme moment","",""
"2022-11-25,14:43:14","EmberToInferno","#0606","idt 40 yr old facebook moms know that is i","",""
"2022-11-25,15:15:37","Poedameron805","#0114","HAHAH took me a second","Hydro Homie#1547",""
"2022-11-25,15:51:39","Retribution","#8479","Oh my god I kept reading it as i divided by 8 and was thinking that pi was gonna show up somehow","",""
"2022-11-25,16:05:51","Rockergage","#5879","Yeah only children would say I over 8.","",""
"2022-11-25,17:14:51","Capybap","#2340","Yeah I'm 6","",""
"2022-11-25,17:15:43","Capybap","#2340","","","https://cdn.discordapp.com/attachments/720774832870129774/1045870437839667360/Screenshot_20221125-171503_One_UI_Home.jpg"
"2022-11-25,17:20:48","Retribution","#8479","Capy is almost dead 😭😭","",""
"2022-11-25,17:25:51","Rockergage","#5879","Party time when they die!","Retribution#8479",""
"2022-11-25,17:44:36","Capybap","#2340","😦","",""
"2022-11-25,19:37:45","nova.","#0959","I JUST GOT THE FUCKING MATH THING","",""
"2022-11-25,19:37:46","nova.","#0959","FUCK","",""
"2022-11-25,19:45:28","Rockergage","#5879","Even I got it and I hadn’t done math in 4 years.","nova.#0959",""
"2022-11-25,19:49:26","normal name","#8766","Math thing?","",""
"2022-11-25,19:49:36","Poedameron805","#0114","This probably","Hydro Homie#1547",""
"2022-11-25,19:49:50","normal name","#8766","Oh lmao","",""
"2022-11-25,19:50:00","normal name","#8766","Thought it was an email or somethin","",""
"2022-11-25,20:23:35","nova.","#0959","listen man","",""
"2022-11-25,20:23:39","nova.","#0959","im stupid","",""
"2022-11-25,20:23:42","nova.","#0959","leave me be","",""
"2022-11-25,20:23:53","nova.","#0959","yeah that 😔","Poedameron805#0114",""
"2022-11-25,20:24:23","Poedameron805","#0114","I mean it took me a second","",""
"2022-11-25,20:24:43","Poedameron805","#0114","And there’s this too","Rockergage#5879",""
"2022-11-25,20:25:02","nova.","#0959","so true","",""
"2022-11-26,21:45:00","Capybap","#2340","Can you ask to change the day of a final exam if it's on the same day as another one?","",""
"2022-11-26,21:45:19","CyanideCarrot","#3879","only if you have more than 3 in a day","",""
"2022-11-26,21:45:25","Capybap","#2340","Bruh","",""
"2022-11-26,21:45:39","Capybap","#2340","Why the fuck is my chem exam 7-10","",""
"2022-11-26,21:45:42","Capybap","#2340","Pm","",""
"2022-11-27,09:24:12","CyanideCarrot","#3879","If you have had your financial aid reduced because you received a scholarship, that is illegal in Washington (source: https://apple.news/AAp2O24sqStWJkH5cuVWKFg)","","https://cdn.discordapp.com/attachments/720774832870129774/1046476551950192731/IMG_2353.png"
"2022-11-27,09:29:40","CyanideCarrot","#3879","sue the shit out of them","cooltot#1079",""
"2022-11-27,09:30:22","CyanideCarrot","#3879","i know i’ve seen more examples but i can’t find them in the first few pages of search results so no pings for those","",""
"2022-11-27,11:38:50","Kacey","#5683","Wait no fucking way","CyanideCarrot#3879",""
"2022-11-27,11:39:01","Kacey","#5683","They owe me so much","",""
"2022-11-27,12:06:47","jacob_m","#5285","Took effect June 8th in Washington","",""
"2022-11-27,12:32:36","Kacey","#5683","I literally have emails from the university telling me my grants were going down","",""
"2022-11-27,12:34:35","Kacey","#5683","Both after the 8th","","https://cdn.discordapp.com/attachments/720774832870129774/1046524464201998436/Screenshot_20221127-123401_Outlook.jpg"
"2022-11-27,12:51:39","cooltot","#1079","how do we do something","",""
"2022-11-27,12:52:15","Kacey","#5683","^","",""
"2022-11-27,12:53:43","LJ","#9206","idk contact legal services","",""
"2022-11-27,12:53:48","LJ","#9206","just ask a general question","",""
"2022-11-27,12:53:51","LJ","#9206","get some clarification","",""
"2022-11-27,12:55:38","jacob_m","#5285","I would contact fin aid or bursars first","",""
"2022-11-27,12:56:53","jacob_m","#5285","I imagine them saying we deducted your fin aid before the 8th but didn’t inform everyone until after","",""
"2022-11-27,12:57:24","cooltot","#1079","it happened September 20th for me","",""
"2022-11-27,12:57:34","cooltot","#1079","I think that it doesn't actually help me, because the reason they reduced it is because 100% of my need was met","",""
"2022-11-27,12:59:37","cooltot","#1079","yeah I'm pretty sure I'm cucked regardles","",""
"2022-11-27,13:12:53","CyanideCarrot","#3879","Washington's version reads: ```(1) The council shall ensure that a postsecondary institution participating in the state student financial aid program has a gift equity packaging policy allowing for a student who receives a private scholarship to receive up to 100 percent of the student's unmet need as determined by the United States department of education's federal need analysis methodology, before any of the student's federal, state, or institutional financial aid is reduced under the institution's gift equity packaging policy. (2) This section does not apply to public community and technical colleges.``` https://app.leg.wa.gov/RCW/default.aspx?cite=28B.77.285 `The council` refers to the Student Achievement Council yeah I can't make sense of this","",""
"2022-11-27,13:13:30","CyanideCarrot","#3879","but this is the plain English version of California's new law","","https://cdn.discordapp.com/attachments/720774832870129774/1046534255292989471/Screen_Shot_2022-11-27_at_1.13.15PM.png"
"2022-11-27,14:10:34","Poedameron805","#0114","Bro","",""
"2022-11-27,14:10:36","Poedameron805","#0114","","","https://cdn.discordapp.com/attachments/720774832870129774/1046548627704778854/image.png"
"2022-11-27,14:10:39","Poedameron805","#0114","Is that low?","",""
"2022-11-27,14:13:01","LJ","#9206","https://prnt.sc/2UaDrXwdwGSk","",""
"2022-11-27,14:13:02","LJ","#9206","no","",""
"2022-11-27,14:14:22","LJ","#9206","Comparatively to other washington universities like Gonzaga or UW it isn't the highest","",""
"2022-11-27,14:14:27","LJ","#9206","but nationally it is far above average","",""
"2022-11-27,14:16:28","LJ","#9206","Washington State is a powerhouse of college graduates. It has the highest percentage of education attainment percentage per adult above 25 (associate or higher)","",""
"2022-11-27,14:17:31","LJ","#9206","WSU, however, has the highest retention rate comparatively in the state if I recall correctly","",""
"2022-11-27,14:45:36","Kacey","#5683","That's why mine was cut","cooltot#1079",""
"2022-11-27,14:46:09","Kacey","#5683","I hate how one magic fafsa number determines if my scholarships count against me or not","",""
"2022-11-28,15:40:11","Capybap","#2340","I was invited to attend a seminar Should i just listen or take notes? It's most likely material that's way over my head so","",""
"2022-11-28,15:51:53","EmberToInferno","#0606","i wouldnt","",""
